XM_040172180.1	chrIII	7474578	7474578	chrIII	7544336	7556424	-	XM_040172180.1	path1	Q92753 Q8WX73	Nuclear receptor ROR-beta	Nuclear receptor RZR-beta;Nuclear receptor subfamily 1 group F member 2;Retinoid-related orphan receptor-beta;	 PF00104;PF00105;	 GO:0000785;GO:0005654;GO:0005634;GO:0001228;GO:0003700;GO:0000981;GO:0008502;GO:0004879;GO:0000978;GO:1990837;GO:0008134;GO:0008270;GO:0035881;GO:0071300;GO:0042462;GO:0045668;GO:0045892;GO:0045944;GO:0045893;GO:0042752;GO:0006357;GO:0006355;GO:0060041;GO:0046549;GO:0046548;GO:0048511;GO:0006367;GO:0007601;	  C:chromatin; C:nucleoplasm; C:nucleus;	  F:DNA-binding transcription activator activity, RNA polymerase II-specific; F:DNA-binding transcription factor activity; F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:melatonin receptor activity; F:nuclear receptor activity; F:RNA polymerase II cis-regulatory region sequence-specific DNA binding; F:sequence-specific double-stranded DNA binding; F:transcription factor binding; F:zinc ion binding;	  P:amacrine cell differentiation; P:cellular response to retinoic acid; P:eye photoreceptor cell development; P:negative regulation of osteoblast differentiation; P:negative regulation of transcription, DNA-templated; P:positive regulation of transcription by RNA polymerase II; P:positive regulation of transcription, DNA-templated; P:regulation of circadian rhythm; P:regulation of transcription by RNA polymerase II; P:regulation of transcription, DNA-templated; P:retina development in camera-type eye; P:retinal cone cell development; P:retinal rod cell development; P:rhythmic process; P:transcription initiation from RNA polymerase II promoter; P:visual perception;
XM_040172186.1	chrIII	7499887	7499887	chrIII	7564006	7565723	+	XM_040172186.1	path1	Q9HC97 J3KR30 O43495 Q17R58 Q4VBN5 Q4ZFV2 Q6FHI8 Q86UH4	G-protein coupled receptor 35	Kynurenic acid receptor;	 PF00001;	 GO:0005887;GO:0005886;GO:0016494;GO:0004930;GO:0070098;GO:0007010;GO:0007186;GO:1904456;GO:1901386;GO:0007204;GO:0051482;GO:0035025;	  C:integral component of plasma membrane; C:plasma membrane;	  F:C-X-C chemokine receptor activity; F:G protein-coupled receptor activity;	  P:chemokine-mediated signaling pathway; P:cytoskeleton organization; P:G protein-coupled receptor signaling pathway; P:negative regulation of neuronal action potential; P:negative regulation of voltage-gated calcium channel activity; P:positive regulation of cytosolic calcium ion concentration; P:positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway; P:positive regulation of Rho protein signal transduction;
XM_040172177.1	chrIII	7499887	7499887	chrIII	7574165	7596301	-	XM_040172177.1	path1	O70141	Semaphorin-6B	Semaphorin-Z;	 PF01403;	 GO:0005615;GO:0005887;GO:0045499;GO:0030215;GO:0007411;GO:0007417;GO:0021766;GO:0050919;GO:0048843;GO:0001755;GO:0030335;GO:0071526;	  C:extracellular space; C:integral component of plasma membrane;	  F:chemorepellent activity; F:semaphorin receptor binding;	  P:axon guidance; P:central nervous system development; P:hippocampus development; P:negative chemotaxis; P:negative regulation of axon extension involved in axon guidance; P:neural crest cell migration; P:positive regulation of cell migration; P:semaphorin-plexin signaling pathway;
XM_040170278.1	chrIII	7534491	7534491	chrIII	7614100	7670001	-	XM_040170278.1	path1	F1NWE3 Q90815	Receptor-type tyrosine-protein phosphatase S	Chick receptor tyrosine phosphatase alpha {ECO:0000303|PubMed:7918104};	 PF00041;PF07679;PF00102;	 GO:0030424;GO:0030426;GO:0005887;GO:0099061;GO:0030285;GO:0043204;GO:0005886;GO:0043395;GO:0008201;GO:0042803;GO:0004725;GO:0030517;GO:0048681;GO:0048671;GO:0061000;GO:0035335;GO:0006470;GO:0099560;	  C:axon; C:growth cone; C:integral component of plasma membrane; C:integral component of postsynaptic density membrane; C:integral component of synaptic vesicle membrane; C:perikaryon; C:plasma membrane;	  F:heparan sulfate proteoglycan binding; F:heparin binding; F:protein homodimerization activity; F:protein tyrosine phosphatase activity;	  P:negative regulation of axon extension; P:negative regulation of axon regeneration; P:negative regulation of collateral sprouting; P:negative regulation of dendritic spine development; P:peptidyl-tyrosine dephosphorylation; P:protein dephosphorylation; P:synaptic membrane adhesion;
XM_040170293.1	chrIII	7588491	7588491	chrIII	7672640	7675986	-	XM_040170293.1	path1	Q6P9Z4	Protein fem-1 homolog A	FEM1-alpha;	 PF12796;PF13606;	 GO:0005737;GO:0000151;GO:0050728;GO:0016567;GO:0051438;GO:0006511;	  C:cytoplasm; C:ubiquitin ligase complex;	 	  P:negative regulation of inflammatory response; P:protein ubiquitination; P:regulation of ubiquitin-protein transferase activity; P:ubiquitin-dependent protein catabolic process;
XM_040174970.1	chrIV	9946595	9946595	chrIV	9807861	9980493	-	XM_040174970.1	path1	Q91XY4 Q80Y31	Protocadherin gamma-A4 {ECO:0000312|EMBL:AAK26087.1}		 PF00028;PF08266;PF16492;PF15974;	 GO:0005887;GO:0016020;GO:0005509;GO:0007155;GO:0007156;GO:0007283;	  C:integral component of plasma membrane; C:membrane;	  F:calcium ion binding;	  P:cell adhesion; P:homophilic cell adhesion via plasma membrane adhesion molecules; P:spermatogenesis;
XM_040174997.1	chrIV	9947509	9947509	chrIV	9936511	9939116	-	XM_040174997.1	path1	Q5DRC1	Protocadherin gamma-A10		 PF00028;PF08266;PF16492;PF15974;	 GO:0005887;GO:0005509;GO:0007155;GO:0007156;	  C:integral component of plasma membrane;	  F:calcium ion binding;	  P:cell adhesion; P:homophilic cell adhesion via plasma membrane adhesion molecules;
XM_040174995.1	chrIV	9946646	9946646	chrIV	9941451	9945219	-	XM_040174995.1	path1	Q9Y5H1 Q52LL6 Q9Y5D5	Protocadherin gamma-A2		 PF00028;PF08266;PF16492;PF15974;	 GO:0005887;GO:0005509;GO:0007155;GO:0007156;	  C:integral component of plasma membrane;	  F:calcium ion binding;	  P:cell adhesion; P:homophilic cell adhesion via plasma membrane adhesion molecules;
XM_040174987.1	chrIV	9966032	9966032	chrIV	9968073	9970647	-	XM_040174987.1	path1	Q91XY4 Q80Y31	Protocadherin gamma-A4 {ECO:0000312|EMBL:AAK26087.1}		 PF00028;PF08266;PF16492;PF15974;	 GO:0005887;GO:0016020;GO:0005509;GO:0007155;GO:0007156;GO:0007283;	  C:integral component of plasma membrane; C:membrane;	  F:calcium ion binding;	  P:cell adhesion; P:homophilic cell adhesion via plasma membrane adhesion molecules; P:spermatogenesis;
XM_040174564.1	chrIV	9971697	9971697	chrIV	9989645	9996285	-	XM_040174564.1	path1	Q91XY4 Q80Y31	Protocadherin gamma-A4 {ECO:0000312|EMBL:AAK26087.1}		 PF00028;PF08266;PF16492;PF15974;	 GO:0005887;GO:0016020;GO:0005509;GO:0007155;GO:0007156;GO:0007283;	  C:integral component of plasma membrane; C:membrane;	  F:calcium ion binding;	  P:cell adhesion; P:homophilic cell adhesion via plasma membrane adhesion molecules; P:spermatogenesis;
XM_040172909.1	chrIV	10064385	10064385	chrIV	10030249	10047830	-	XM_040172909.1	path1	Q9Y5I4 Q2M3V1 Q9Y5F4	Protocadherin alpha-C2		 PF00028;PF08266;PF16492;PF15974;	 GO:0005887;GO:0005509;GO:0007155;GO:0007156;GO:0007399;	  C:integral component of plasma membrane;	  F:calcium ion binding;	  P:cell adhesion; P:homophilic cell adhesion via plasma membrane adhesion molecules; P:nervous system development;
XM_040172913.1	chrIV	10064385	10064385	chrIV	10030249	10070067	-	XM_040172913.1	path1	Q9Y5I0 O75277	Protocadherin alpha-13		 PF00028;PF08266;PF15974;	 GO:0005887;GO:0005509;GO:0007155;GO:0007156;	  C:integral component of plasma membrane;	  F:calcium ion binding;	  P:cell adhesion; P:homophilic cell adhesion via plasma membrane adhesion molecules;
XM_040172915.1	chrIV	10064385	10064385	chrIV	10030249	10072677	-	XM_040172915.1	path1	Q9Y5H9 O75287 Q9BTV3	Protocadherin alpha-2		 PF00028;PF08266;PF15974;	 GO:0005783;GO:0005887;GO:0005634;GO:0005509;GO:0007155;GO:0007156;GO:0007399;	  C:endoplasmic reticulum; C:integral component of plasma membrane; C:nucleus;	  F:calcium ion binding;	  P:cell adhesion; P:homophilic cell adhesion via plasma membrane adhesion molecules; P:nervous system development;
XM_040172925.1	chrIV	10064385	10064385	chrIV	10030249	10133359	-	XM_040172925.1	path1	Q9Y5H6 B9EGT7 O75281	Protocadherin alpha-8		 PF00028;PF08266;PF15974;	 GO:0005887;GO:0005509;GO:0007155;GO:0007156;GO:0007399;	  C:integral component of plasma membrane;	  F:calcium ion binding;	  P:cell adhesion; P:homophilic cell adhesion via plasma membrane adhesion molecules; P:nervous system development;
XM_040172923.1	chrIV	10064385	10064385	chrIV	10030249	10191115	-	XM_040172923.1	path1	Q5DRE5	Protocadherin alpha-7 {ECO:0000305}		 PF00028;PF08266;PF15974;	 GO:0005887;GO:0005509;GO:0042802;GO:0007155;GO:0009988;GO:0007156;	  C:integral component of plasma membrane;	  F:calcium ion binding; F:identical protein binding;	  P:cell adhesion; P:cell-cell recognition; P:homophilic cell adhesion via plasma membrane adhesion molecules;
XM_040172934.1	chrIV	10064385	10064385	chrIV	10064540	10066215	-	XM_040172934.1	path1	Q5DRA4	Protocadherin gamma-C3		 PF00028;PF08266;PF16492;PF15974;	 GO:0016021;GO:0005886;GO:0005509;GO:0007156;	  C:integral component of membrane; C:plasma membrane;	  F:calcium ion binding;	  P:homophilic cell adhesion via plasma membrane adhesion molecules;
XM_040172935.1	chrIV	10066297	10066297	chrIV	10093439	10094522	-	XM_040172935.1	path1	Q9Y5I2 A1L493 O75280 Q9NRU2	Protocadherin alpha-10		 PF00028;PF08266;PF15974;	 GO:0005576;GO:0005887;GO:0005509;GO:0007155;GO:0007156;GO:0007399;	  C:extracellular region; C:integral component of plasma membrane;	  F:calcium ion binding;	  P:cell adhesion; P:homophilic cell adhesion via plasma membrane adhesion molecules; P:nervous system development;
XM_040172666.1	chrIV	10092353	10092353	chrIV	10102455	10116122	-	XM_040172666.1	path1	Q9Y5H8 O75286	Protocadherin alpha-3		 PF00028;PF08266;PF15974;	 GO:0005887;GO:0005509;GO:0007155;GO:0007156;GO:0007399;	  C:integral component of plasma membrane;	  F:calcium ion binding;	  P:cell adhesion; P:homophilic cell adhesion via plasma membrane adhesion molecules; P:nervous system development;
XM_040174167.1	chrIV	18621989	18621989	chrIV	18583181	18590507	+	XM_040174167.1	path1	Q9JHC9 Q6NST2 Q8BTX8 Q9JHC7 Q9JHC8 Q9JHD0	ETS-related transcription factor Elf-2	E74-like factor 2;New ETS-related factor;	 PF12310;PF00178;	 GO:0005829;GO:0016604;GO:0005654;GO:0005634;GO:0003700;GO:0000981;GO:0043565;GO:1990837;GO:0030154;GO:0045892;GO:0045893;GO:0006357;	  C:cytosol; C:nuclear body; C:nucleoplasm; C:nucleus;	  F:DNA-binding transcription factor activity; F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:sequence-specific DNA binding; F:sequence-specific double-stranded DNA binding;	  P:cell differentiation; P:negative regulation of transcription, DNA-templated; P:positive regulation of transcription, DNA-templated; P:regulation of transcription by RNA polymerase II;
XM_040174618.1	chrIV	18621989	18621989	chrIV	18591661	18597267	-	XM_040174618.1	path1	P79942	Nocturnin {ECO:0000303|PubMed:8962150}	Carbon catabolite repression 4-like protein;Rhythmic message 1;	 PF03372;	 GO:0005739;GO:0005634;GO:0048471;GO:0046872;GO:0019178;GO:0102757;GO:0004535;GO:0032922;GO:0006739;	  C:mitochondrion; C:nucleus; C:perinuclear region of cytoplasm;	  F:metal ion binding; F:NADP phosphatase activity; F:NADPH phosphatase activity; F:poly(A)-specific ribonuclease activity;	  P:circadian regulation of gene expression; P:NADP metabolic process;
XM_040174395.1	chrIV	18834089	18834089	chrIV	18818311	18835306	+	XM_040174395.1	path1	Q9P2E7 Q4W5F6 Q96SF0	Protocadherin-10		 PF00028;PF08266;PF16492;	 GO:0005887;GO:0005509;GO:0007155;GO:0007156;	  C:integral component of plasma membrane;	  F:calcium ion binding;	  P:cell adhesion; P:homophilic cell adhesion via plasma membrane adhesion molecules;
XM_040172872.1	chrIV	18834089	18834089	chrIV	18843660	18853682	+	XM_040172872.1	path1	P04323	Retrovirus-related Pol polyprotein from transposon 17.6		 PF17921;PF17917;PF00078;	 GO:0004190;GO:0004519;GO:0003676;GO:0003964;GO:0015074;	 	  F:aspartic-type endopeptidase activity; F:endonuclease activity; F:nucleic acid binding; F:RNA-directed DNA polymerase activity;	  P:DNA integration;
XM_040183008.1	chrIV	18834089	18834089	chrIV	18845228	18847795	+	XM_040183008.1	path2	Q7LHG5 D6VVK4 Q04717 Q04722 Q05350	Transposon Ty3-I Gag-Pol polyprotein	Gag3-Pol3;Transposon Ty3-2 TYA-TYB polyprotein;	 PF17921;PF12384;PF17919;PF00665;PF00078;	 GO:0005737;GO:0005634;GO:0000943;GO:0004190;GO:0005524;GO:0003677;GO:0003887;GO:0008233;GO:0004540;GO:0003723;GO:0003964;GO:0004523;GO:0008270;GO:0015074;GO:0006310;GO:0032197;	  C:cytoplasm; C:nucleus; C:retrotransposon nucleocapsid;	  F:aspartic-type endopeptidase activity; F:ATP binding; F:DNA binding; F:DNA-directed DNA polymerase activity; F:peptidase activity; F:ribonuclease activity; F:RNA binding; F:RNA-directed DNA polymerase activity; F:RNA-DNA hybrid ribonuclease activity; F:zinc ion binding;	  P:DNA integration; P:DNA recombination; P:transposition, RNA-mediated;
XM_040173106.1	chrIV	20557842	20557842	chrIV	20523626	20526320	+	XM_040173106.1	path1	Q7SVK7	Gag-pol polyprotein		 PF01140;PF01141;PF02093;PF18697;PF00075;PF17919;PF00665;PF00077;PF00078;PF00098;PF16721;	 GO:0044185;GO:0020002;GO:0072494;GO:0016020;GO:0019013;GO:0004190;GO:0003677;GO:0003887;GO:0003723;GO:0003964;GO:0004523;GO:0039660;GO:0008270;GO:0015074;GO:0006310;GO:0075713;GO:0039657;GO:0046718;GO:0044826;GO:0019068;	  C:host cell late endosome membrane; C:host cell plasma membrane; C:host multivesicular body; C:membrane; C:viral nucleocapsid;	  F:aspartic-type endopeptidase activity; F:DNA binding; F:DNA-directed DNA polymerase activity; F:RNA binding; F:RNA-directed DNA polymerase activity; F:RNA-DNA hybrid ribonuclease activity; F:structural constituent of virion; F:zinc ion binding;	  P:DNA integration; P:DNA recombination; P:establishment of integrated proviral latency; P:suppression by virus of host gene expression; P:viral entry into host cell; P:viral genome integration into host DNA; P:virion assembly;
XM_040173584.1	chrIV	20557842	20557842	chrIV	20544067	20576426	+	XM_040173584.1	path1	Q8C5H1 Q8CA37	Anoctamin-4 {ECO:0000250|UniProtKB:Q32M45}	Transmembrane protein 16D {ECO:0000250|UniProtKB:Q32M45};	 PF16178;PF04547;	 GO:0016021;GO:0005886;GO:0005254;GO:0017128;GO:0046983;GO:0061591;GO:0061590;GO:0061589;GO:1902476;GO:0006821;GO:0055085;	  C:integral component of membrane; C:plasma membrane;	  F:chloride channel activity; F:phospholipid scramblase activity; F:protein dimerization activity;	  P:calcium activated galactosylceramide scrambling; P:calcium activated phosphatidylcholine scrambling; P:calcium activated phosphatidylserine scrambling; P:chloride transmembrane transport; P:chloride transport; P:transmembrane transport;
XM_040173392.1	chrIV	20622923	20622923	chrIV	20643669	20649227	+	XM_040173392.1	path1	A8MQ14	Zinc finger protein 850		 PF01352;PF00096;	 GO:0005634;GO:0001228;GO:0046872;GO:0000978;GO:0006357;	  C:nucleus;	  F:DNA-binding transcription activator activity, RNA polymerase II-specific; F:metal ion binding; F:RNA polymerase II cis-regulatory region sequence-specific DNA binding;	  P:regulation of transcription by RNA polymerase II;
XM_040173393.1	chrIV	20622923	20622923	chrIV	20649287	20652366	-	XM_040173393.1	path1	A0MTA1 Q4V955 Q5RHZ7 Q7SXL6	DNA-(apurinic or apyrimidinic site) endonuclease	APEX nuclease;Apurinic-apyrimidinic endonuclease 1;	 PF03372;	 GO:0005783;GO:0005739;GO:0016607;GO:0005730;GO:0005634;GO:0003677;GO:0003906;GO:0008311;GO:0004519;GO:0046872;GO:0004528;GO:0003723;GO:0006284;GO:0080111;GO:0060047;GO:0001947;GO:0043066;GO:0010628;	  C:endoplasmic reticulum; C:mitochondrion; C:nuclear speck; C:nucleolus; C:nucleus;	  F:DNA binding; F:DNA-(apurinic or apyrimidinic site) endonuclease activity; F:double-stranded DNA 3'-5' exodeoxyribonuclease activity; F:endonuclease activity; F:metal ion binding; F:phosphodiesterase I activity; F:RNA binding;	  P:base-excision repair; P:DNA demethylation; P:heart contraction; P:heart looping; P:negative regulation of apoptotic process; P:positive regulation of gene expression;
XM_040173395.1	chrIV	20622923	20622923	chrIV	20652520	20662726	+	XM_040173395.1	path1	Q5RHZ6 Q561S3	Probable tRNA N6-adenosine threonylcarbamoyltransferase {ECO:0000255|HAMAP-Rule:MF_03180}	O-sialoglycoprotein endopeptidase {ECO:0000255|HAMAP-Rule:MF_03180};t(6)A37 threonylcarbamoyladenosine biosynthesis protein osgep {ECO:0000255|HAMAP-Rule:MF_03180};tRNA threonylcarbamoyladenosine biosynthesis protein osgep {ECO:0000255|HAMAP-Rule:MF_03180};	 PF00814;	 GO:0005737;GO:0000408;GO:0005634;GO:0046872;GO:0061711;GO:0002949;	  C:cytoplasm; C:EKC/KEOPS complex; C:nucleus;	  F:metal ion binding; F:N(6)-L-threonylcarbamoyladenine synthase activity;	  P:tRNA threonylcarbamoyladenosine modification;
XM_040170130.1	chrIV	20627226	20627226	chrIV	20677214	20678734	+	XM_040170130.1	path2	P0CT34 Q05654 Q96TJ6	Transposon Tf2-1 polyprotein	Retrotransposable element Tf2 155 kDa protein;	 PF17921;PF12382;PF17919;PF00665;PF00078;	 GO:0005634;GO:0004190;GO:0003677;GO:0003887;GO:0004519;GO:0046872;GO:0003723;GO:0003964;GO:0015074;GO:0006310;	  C:nucleus;	  F:aspartic-type endopeptidase activity; F:DNA binding; F:DNA-directed DNA polymerase activity; F:endonuclease activity; F:metal ion binding; F:RNA binding; F:RNA-directed DNA polymerase activity;	  P:DNA integration; P:DNA recombination;
